date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2023-09-08,Cyprus,Scotland,0,3,European Champ qual,Cyprus,1335,1838,121,21
2023-09-08,Croatia,Latvia,5,0,European Champ qual,Croatia,2011,1331,5,123
2023-09-08,Bosnia and Herzegovina,Liechtenstein,2,1,European Champ qual,Bosnia and Herzegovina,1555,965,68,191
2023-09-08,St Vincent & Grenadines,Belize,2,1,CONCACAF Nat League B,Martinique,1059,1034,182,183
2023-09-08,Dominican Republic,Nicaragua,0,2,CONCACAF Nat League B,the Dominican Republic,1168,1309,164,133
2023-09-08,Bermuda,French Guiana,0,0,CONCACAF Nat League B,Bermuda,1171,1302,163,135
2023-09-08,Barbados,Montserrat,2,3,CONCACAF Nat League B,Barbados,1018,1002,186,188
2023-09-08,Jamaica,Honduras,1,0,CONCACAF Nat League A,Jamaica,1594,1482,62,84
2023-09-08,Grenada,Suriname,1,1,CONCACAF Nat League A,Grenada,1119,1298,172,137
2023-09-08,Cuba,Haiti,0,0,CONCACAF Nat League A,the Dominican Republic,1280,1510,145,79
2023-09-08,Uruguay,Chile,3,1,World Cup qualifier,Uruguay,1925,1698,12,42
2023-09-08,Brazil,Bolivia,5,1,World Cup qualifier,Brazil,2095,1601,3,61
2023-09-09,United States,Uzbekistan,3,0,Friendly,the United States,1810,1604,25,60
2023-09-09,South Africa,Namibia,0,0,Friendly,South Africa,1516,1377,76,113
2023-09-09,Germany,Japan,1,4,Friendly,Germany,1888,1880,13,14
2023-09-09,China,Malaysia,1,1,Friendly,China,1473,1295,89,139
2023-09-09,Australia,Mexico,2,2,Friendly,the United States,1774,1838,29,21
2023-09-09,Rwanda,Senegal,1,1,African Nations Cup qual,Rwanda,1264,1750,150,34
2023-09-09,Mozambique,Benin,3,2,African Nations Cup qual,Mozambique,1342,1368,119,114
2023-09-09,Mauritania,Gabon,2,1,African Nations Cup qual,Mauritania,1417,1415,98,100
2023-09-09,Malawi,Guinea,2,2,African Nations Cup qual,Malawi,1331,1416,123,99
2023-09-09,Ivory Coast,Lesotho,1,0,African Nations Cup qual,Ivory Coast,1634,1217,51,155
2023-09-09,DR Congo,Sudan,2,0,African Nations Cup qual,DR Congo,1524,1283,73,143
2023-09-09,Comoros,Zambia,1,1,African Nations Cup qual,the Comoros,1193,1509,161,79
2023-09-09,Romania,Israel,1,1,European Champ qual,Romania,1629,1619,54,55
2023-09-09,North Macedonia,Italy,1,1,European Champ qual,North Macedonia,1541,1946,70,11
2023-09-09,Kosovo,Switzerland,2,2,European Champ qual,Kosovo,1489,1861,84,15
2023-09-09,Estonia,Sweden,0,5,European Champ qual,Estonia,1422,1756,97,33
2023-09-09,England,Ukraine,1,1,European Champ qual,Poland,1998,1840,7,20
2023-09-09,Azerbaijan,Belgium,0,1,European Champ qual,Azerbaijan,1405,1981,104,8
2023-09-09,Andorra,Belarus,0,0,European Champ qual,Andorra,1130,1410,170,102
2023-09-09,British Virgin Islands,Turks and Caicos Islands,3,1,CONCACAF Nat League C,the British VirgIslands,643,742,227,214
2023-09-09,Bahamas,Puerto Rico,1,6,CONCACAF Nat League B,the Bahamas,833,1133,206,169
2023-09-09,Antigua and Barbuda,Guyana,1,5,CONCACAF Nat League B,Antigua and Barbuda,1077,1204,179,159
2023-09-10,Thailand,Iraq,2,2,King's Cup,Thailand,1390,1601,110,61
2023-09-10,Lebanon,India,1,0,King's Cup,Thailand,1314,1268,130,148
2023-09-10,Hungary,Czechia,1,1,Friendly,Hungary,1844,1791,18,27
2023-09-10,Togo,Cape Verde,3,2,African Nations Cup qual,Togo,1386,1496,111,81
2023-09-10,Nigeria,Sao Tome and Principe,6,0,African Nations Cup qual,Nigeria,1617,1064,56,180
2023-09-10,Congo,Gambia,2,2,African Nations Cup qual,Morocco,1274,1438,146,93
2023-09-10,San Marino,Slovenia,0,4,European Champ qual,San Marino,779,1673,212,47
2023-09-10,Montenegro,Bulgaria,2,1,European Champ qual,Montenegro,1550,1480,70,86
2023-09-10,Lithuania,Serbia,1,3,European Champ qual,Lithuania,1268,1831,148,24
2023-09-10,Kazakhstan,Northern Ireland,1,0,European Champ qual,Kazakhstan,1454,1462,91,89
2023-09-10,Ireland,Netherlands,1,2,European Champ qual,Ireland,1648,1972,50,9
2023-09-10,Greece,Gibraltar,5,0,European Champ qual,Greece,1687,1061,45,181
2023-09-10,Finland,Denmark,0,1,European Champ qual,Finland,1689,1868,44,15
2023-09-10,Faroe Islands,Moldova,0,1,European Champ qual,the Faroe Islands,1254,1313,151,131
2023-09-10,Albania,Poland,2,0,European Champ qual,Albania,1614,1723,57,37
2023-09-10,Saint Lucia,Saint Kitts and Nevis,2,0,CONCACAF Nat League B,Saint Lucia,1109,1124,176,171
2023-09-10,Martinique,Curaçao,1,0,CONCACAF Nat League A,Martinique,1423,1313,97,131
2023-09-10,Guatemala,Panama,1,1,CONCACAF Nat League A,Guatemala,1522,1703,74,40
2023-09-10,El Salvador,Trinidad and Tobago,2,3,CONCACAF Nat League A,El Salvador,1425,1413,95,102
2023-09-11,Vietnam,Palestine,2,0,Friendly,Vietnam,1414,1419,102,98
2023-09-11,Myanmar,Nepal,1,0,Friendly,Myanmar,920,933,196,194
2023-09-11,Kyrgyzstan,Kuwait,3,1,Friendly,the United Arab Emirates,1256,1383,151,112
2023-09-11,Hong Kong,Brunei,10,0,Friendly,Hong Kong,1119,602,172,231
2023-09-11,Cambodia,Macao,4,0,Friendly,Cambodia,874,666,203,225
2023-09-11,Guinea-Bissau,Sierra Leone,2,1,African Nations Cup qual,Guinea-Bissau,1413,1314,103,130
2023-09-11,Slovakia,Liechtenstein,3,0,European Champ qual,Slovakia,1613,964,58,192
2023-09-11,Portugal,Luxembourg,9,0,European Champ qual,Portugal,2021,1503,4,80
2023-09-11,Latvia,Wales,0,2,European Champ qual,Latvia,1318,1673,127,47
2023-09-11,Iceland,Bosnia and Herzegovina,1,0,European Champ qual,Iceland,1494,1536,82,71
2023-09-11,Armenia,Croatia,0,1,European Champ qual,Armenia,1508,2015,78,5
2023-09-11,Cayman Islands,Aruba,1,2,CONCACAF Nat League C,the Cayman Islands,806,969,210,191
2023-09-11,Nicaragua,Barbados,5,1,CONCACAF Nat League B,Nicaragua,1316,1011,128,186
2023-09-11,Dominican Republic,Montserrat,3,0,CONCACAF Nat League B,the Dominican Republic,1180,990,163,189
2023-09-12,United States,Oman,4,0,Friendly,the United States,1815,1575,26,66
2023-09-12,United Arab Emirates,Costa Rica,4,1,Friendly,Croatia,1480,1623,85,54
2023-09-12,South Korea,Saudi Arabia,1,0,Friendly,England,1765,1557,30,67
2023-09-12,South Africa,DR Congo,1,0,Friendly,South Africa,1523,1517,73,76
2023-09-12,Singapore,Taiwan,3,1,Friendly,Singapore,1131,920,170,195
2023-09-12,Senegal,Algeria,0,1,Friendly,Senegal,1736,1707,34,39
2023-09-12,Scotland,England,1,3,Friendly,Scotland,1826,2010,24,6
2023-09-12,Qatar,Russia,1,1,Friendly,Qatar,1511,1759,77,31
2023-09-12,Philippines,Afghanistan,2,1,Friendly,the Philippines,1043,1076,183,180
2023-09-12,Morocco,Burkina Faso,1,0,Friendly,France,1841,1551,19,69
2023-09-12,Mexico,Uzbekistan,3,3,Friendly,the United States,1832,1610,20,60
2023-09-12,Kenya,South Sudan,0,1,Friendly,Kenya,1344,1132,118,169
2023-09-12,Japan,Turkey,4,2,Friendly,Belgium,1888,1705,14,41
2023-09-12,Ivory Coast,Mali,0,0,Friendly,Ivory Coast,1631,1613,52,58
2023-09-12,Iran,Angola,4,0,Friendly,Iran,1809,1384,27,111
2023-09-12,Ghana,Liberia,3,1,Friendly,Ghana,1587,1304,63,136
2023-09-12,Germany,France,2,1,Friendly,Germany,1902,2102,13,3
2023-09-12,Egypt,Tunisia,1,3,Friendly,Egypt,1669,1749,48,32
2023-09-12,China,Syria,0,1,Friendly,China,1459,1424,90,95
2023-09-12,Bahrain,Turkmenistan,1,1,Friendly,the United Arab Emirates,1476,1235,88,154
2023-09-12,Azerbaijan,Jordan,2,1,Friendly,Azerbaijan,1417,1577,100,65
2023-09-12,Cameroon,Burundi,3,0,African Nations Cup qual,Cameroon,1636,1271,51,145
2023-09-12,Switzerland,Andorra,3,0,European Champ qual,Switzerland,1862,1129,17,171
2023-09-12,Sweden,Austria,1,3,European Champ qual,Sweden,1720,1821,37,25
2023-09-12,Spain,Cyprus,6,0,European Champ qual,Spain,2007,1334,7,122
2023-09-12,Romania,Kosovo,2,0,European Champ qual,Romania,1641,1477,50,87
2023-09-12,Norway,Georgia,2,1,European Champ qual,Norway,1745,1623,33,54
2023-09-12,Malta,North Macedonia,0,2,European Champ qual,Malta,1253,1557,151,67
2023-09-12,Italy,Ukraine,2,1,European Champ qual,Italy,1955,1831,10,21
2023-09-12,Israel,Belarus,1,0,European Champ qual,Israel,1625,1404,53,107
2023-09-12,Belgium,Estonia,5,0,European Champ qual,Belgium,1983,1420,8,98
2023-09-12,Turks and Caicos Islands,Dominica,0,3,CONCACAF Nat League C,Turks and Caicos Islands,720,994,216,189
2023-09-12,St Vincent & Grenadines,Bermuda,4,3,CONCACAF Nat League B,St Vincent & Grenadines,1080,1150,179,166
2023-09-12,Puerto Rico,Antigua and Barbuda,5,0,CONCACAF Nat League B,the Bahamas,1167,1043,165,183
2023-09-12,Guyana,Bahamas,3,2,CONCACAF Nat League B,Guyana,1206,831,159,206
2023-09-12,French Guiana,Belize,0,2,CONCACAF Nat League B,French Guiana,1248,1088,152,178
2023-09-12,Jamaica,Haiti,2,2,CONCACAF Nat League A,Jamaica,1584,1520,64,75
2023-09-12,Honduras,Grenada,4,0,CONCACAF Nat League A,Honduras,1487,1114,84,175
2023-09-12,Cuba,Suriname,1,0,CONCACAF Nat League A,Cuba,1295,1283,138,142
2023-09-12,Venezuela,Paraguay,1,0,World Cup qualifier,Venezuela,1711,1705,38,41
2023-09-12,Peru,Brazil,0,1,World Cup qualifier,Peru,1829,2107,23,2
2023-09-12,Ecuador,Uruguay,2,1,World Cup qualifier,Ecuador,1868,1906,15,12
2023-09-12,Chile,Colombia,0,0,World Cup qualifier,Chile,1707,1947,39,11
2023-09-12,Bolivia,Argentina,0,3,World Cup qualifier,Bolivia,1596,2157,62,1
2023-09-30,Botswana,Zimbabwe,1,1,Independence Cup,Botswana,1342,1318,118,127
2023-10-08,Solomon Islands,Papua New Guinea,3,1,Melanesian Cup,New Caledonia,1267,1180,148,163
2023-10-08,New Caledonia,Vanuatu,4,0,Melanesian Cup,New Caledonia,1200,1095,159,176
2023-10-10,China,Vietnam,2,0,Friendly,China,1468,1405,89,106
2023-10-11,Wales,Gibraltar,4,0,Friendly,Wales,1674,1060,46,182
2023-10-11,Solomon Islands,Vanuatu,1,0,Melanesian Cup,New Caledonia,1278,1084,144,178
2023-10-11,New Caledonia,Papua New Guinea,3,1,Melanesian Cup,New Caledonia,1220,1160,155,165
2023-10-12,United Arab Emirates,Kuwait,1,0,Friendly,the United Arab Emirates,1485,1378,84,112
2023-10-12,Sweden,Moldova,3,1,Friendly,Sweden,1722,1311,40,133
2023-10-12,Russia,Cameroon,1,0,Friendly,Russia,1763,1632,30,51
2023-10-12,Montenegro,Lebanon,3,2,Friendly,Montenegro,1553,1311,69,133
2023-10-12,Georgia,Thailand,8,0,Friendly,Georgia,1629,1384,53,110
2023-10-12,Egypt,Zambia,1,0,Friendly,the United Arab Emirates,1675,1503,46,78
2023-10-12,Bahrain,Kyrgyzstan,2,0,Friendly,Bahrain,1480,1252,85,151
2023-10-12,Algeria,Cape Verde,5,1,Friendly,Algeria,1712,1491,41,82
2023-10-12,Yemen,Sri Lanka,3,0,World Cup & As Cup q,Saudi Arabia,1099,674,176,224
2023-10-12,Taiwan,East Timor,4,0,World Cup & As Cup q,Taiwan,927,617,195,230
2023-10-12,Singapore,Guam,2,1,World Cup & As Cup q,Singapore,1133,704,170,217
2023-10-12,Nepal,Laos,1,1,World Cup & As Cup q,Nepal,917,681,196,220
2023-10-12,Myanmar,Macao,5,1,World Cup & As Cup q,Myanmar,929,657,194,227
2023-10-12,Maldives,Bangladesh,1,1,World Cup & As Cup q,the Maldives,896,911,200,198
2023-10-12,Indonesia,Brunei,6,0,World Cup & As Cup q,Indonesia,1297,601,138,231
2023-10-12,Hong Kong,Bhutan,4,0,World Cup & As Cup q,Hong Kong,1121,567,173,235
2023-10-12,Cambodia,Pakistan,0,0,World Cup & As Cup q,Cambodia,865,821,203,207
2023-10-12,Afghanistan,Mongolia,1,0,World Cup & As Cup q,Tajikistan,1083,805,179,210
2023-10-12,Spain,Scotland,2,0,European Champ qual,Spain,2017,1816,5,24
2023-10-12,Latvia,Armenia,2,0,European Champ qual,Latvia,1356,1470,116,88
2023-10-12,Faroe Islands,Poland,0,2,European Champ qual,the Faroe Islands,1248,1729,152,37
2023-10-12,Cyprus,Norway,0,4,European Champ qual,Cyprus,1323,1756,125,31
2023-10-12,Croatia,Turkey,0,1,European Champ qual,Croatia,1978,1742,8,34
2023-10-12,Belarus,Romania,0,0,European Champ qual,Hungary,1416,1629,102,53
2023-10-12,Andorra,Kosovo,0,3,European Champ qual,Andorra,1115,1491,174,82
2023-10-12,Albania,Czechia,3,0,European Champ qual,Albania,1657,1748,49,33
2023-10-12,British Virgin Islands,Dominica,1,1,CONCACAF Nat League C,Saint Lucia,658,979,226,190
2023-10-12,Bonaire,Anguilla,2,0,CONCACAF Nat League C,Bonaire,861,578,204,232
2023-10-12,Saint Lucia,Guadeloupe,2,1,CONCACAF Nat League B,Saint Lucia,1135,1300,169,137
2023-10-12,Saint Kitts and Nevis,Sint Maarten,3,2,CONCACAF Nat League B,Anguilla,1130,809,172,208
2023-10-12,Suriname,Haiti,1,1,CONCACAF Nat League A,Suriname,1291,1512,140,76
2023-10-12,Grenada,Jamaica,1,4,CONCACAF Nat League A,Grenada,1107,1591,175,62
2023-10-12,Cuba,Honduras,0,0,CONCACAF Nat League A,the Dominican Republic,1305,1477,135,87
2023-10-12,Colombia,Uruguay,2,2,World Cup qualifier,Colombia,1939,1914,11,12
2023-10-12,Chile,Peru,2,0,World Cup qualifier,Chile,1739,1797,35,27
2023-10-12,Brazil,Venezuela,1,1,World Cup qualifier,Brazil,2089,1729,3,37
2023-10-12,Bolivia,Ecuador,1,2,World Cup qualifier,Bolivia,1585,1879,64,15
2023-10-12,Argentina,Paraguay,1,0,World Cup qualifier,Argentina,2159,1703,1,42
2023-10-13,Uzbekistan,Vietnam,2,0,Friendly,China,1617,1398,56,106
2023-10-13,South Korea,Tunisia,4,0,Friendly,South Korea,1778,1736,28,35
2023-10-13,South Africa,Eswatini,0,0,Friendly,South Africa,1516,1293,74,140
2023-10-13,Nigeria,Saudi Arabia,2,2,Friendly,Portugal,1615,1559,58,67
2023-10-13,Mali,Uganda,1,0,Friendly,Mali,1616,1391,57,107
2023-10-13,Malaysia,India,4,2,Independence Tournament,Malaysia,1310,1253,134,150
2023-10-13,Jordan,Iran,1,3,Friendly tournament,Jordan,1563,1823,66,23
2023-10-13,Japan,Canada,4,1,Friendly,Japan,1894,1718,14,41
2023-10-13,Iraq,Qatar,0,0,Friendly tournament,Jordan,1597,1515,61,75
2023-10-13,Guinea,Guinea-Bissau,1,0,Friendly,Portugal,1426,1403,97,105
2023-10-13,Equatorial Guinea,Burkina Faso,0,0,Friendly,Equatorial Guinea,1493,1552,80,70
2023-10-13,England,Australia,1,0,Friendly,England,2013,1771,6,29
2023-10-13,DR Congo,New Zealand,1,1,Friendly,Spain,1518,1534,73,72
2023-10-13,Angola,Mozambique,1,1,Friendly,Portugal,1383,1343,110,119
2023-10-13,Portugal,Slovakia,3,2,European Champ qual,Portugal,2023,1611,4,60
2023-10-13,Netherlands,France,1,2,European Champ qual,the Netherlands,1954,2120,10,2
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,2,European Champ qual,Liechtenstein,960,1540,192,71
2023-10-13,Ireland,Greece,0,2,European Champ qual,Ireland,1613,1722,59,39
2023-10-13,Iceland,Luxembourg,1,1,European Champ qual,Iceland,1489,1508,83,77
2023-10-13,Estonia,Azerbaijan,0,2,European Champ qual,Estonia,1381,1456,111,92
2023-10-13,Austria,Belgium,2,3,European Champ qual,Austria,1805,1999,26,7
2023-10-13,St Vincent & Grenadines,French Guiana,1,4,CONCACAF Nat League B,St Vincent & Grenadines,1052,1276,182,145
2023-10-13,Montserrat,Nicaragua,0,3,CONCACAF Nat League B,Barbados,981,1325,188,125
2023-10-13,Belize,Bermuda,0,1,CONCACAF Nat League B,Belize,1066,1172,179,164
2023-10-13,Barbados,Dominican Republic,0,5,CONCACAF Nat League B,Barbados,979,1212,189,158
2023-10-13,Trinidad and Tobago,Guatemala,3,2,CONCACAF Nat League A,Trinidad and Tobago,1434,1501,96,79
2023-10-13,Martinique,El Salvador,1,0,CONCACAF Nat League A,Martinique,1438,1410,94,104
2023-10-13,Curaçao,Panama,1,2,CONCACAF Nat League A,Curaçao,1307,1709,135,43
2023-10-14,United States,Germany,1,3,Friendly,the United States,1799,1918,26,12
2023-10-14,Niger,Somalia,3,0,Friendly,Morocco,1212,890,158,201
2023-10-14,Mexico,Ghana,2,0,Friendly,the United States,1838,1581,20,64
2023-10-14,Mauritania,Madagascar,2,1,Friendly,Morocco,1423,1278,100,145
2023-10-14,Libya,Liberia,3,2,Friendly,Morocco,1337,1295,122,141
2023-10-14,Ivory Coast,Morocco,1,1,Friendly,Ivory Coast,1634,1838,50,20
2023-10-14,Benin,Sierra Leone,1,1,Friendly,Morocco,1366,1316,115,130
2023-10-14,Papua New Guinea,Vanuatu,0,1,Melanesian Cup,New Caledonia,1136,1108,168,175
2023-10-14,New Caledonia,Solomon Islands,0,1,Melanesian Cup,New Caledonia,1198,1300,160,138
2023-10-14,Ukraine,North Macedonia,2,0,European Champ qual,Czechia,1841,1547,19,70
2023-10-14,Slovenia,Finland,3,0,European Champ qual,Slovenia,1700,1662,45,48
2023-10-14,Northern Ireland,San Marino,3,0,European Champ qual,Northern Ireland,1463,778,89,212
2023-10-14,Italy,Malta,4,0,European Champ qual,Italy,1956,1252,9,151
2023-10-14,Hungary,Serbia,2,1,European Champ qual,Hungary,1858,1817,18,23
2023-10-14,Denmark,Kazakhstan,3,1,European Champ qual,Denmark,1871,1451,16,92
2023-10-14,Bulgaria,Lithuania,0,2,European Champ qual,Bulgaria,1429,1319,96,128
2023-10-14,Aruba,US Virgin Islands,3,1,CONCACAF Nat League C,Aruba,974,634,191,228
2023-10-14,Guyana,Puerto Rico,3,1,CONCACAF Nat League B,Saint Kitts and Nevis,1233,1140,155,166
2023-10-14,Bahamas,Antigua and Barbuda,1,4,CONCACAF Nat League B,the Bahamas,807,1067,208,179
2023-10-15,Sudan,Tanzania,1,1,Friendly,Saudi Arabia,1285,1340,144,121
2023-10-15,Philippines,Kyrgyzstan,1,0,Friendly,Bahrain,1058,1237,183,153
2023-10-15,Wales,Croatia,2,1,European Champ qual,Wales,1705,1947,44,10
2023-10-15,Turkey,Latvia,4,0,European Champ qual,Turkey,1746,1352,32,116
2023-10-15,Switzerland,Belarus,3,3,European Champ qual,Switzerland,1844,1434,18,95
2023-10-15,Romania,Andorra,4,0,European Champ qual,Romania,1631,1113,53,173
2023-10-15,Poland,Moldova,1,1,European Champ qual,Poland,1711,1329,42,125
2023-10-15,Norway,Spain,0,1,European Champ qual,Norway,1745,2028,33,4
2023-10-15,Georgia,Cyprus,4,0,European Champ qual,Georgia,1636,1316,50,130
2023-10-15,Czechia,Faroe Islands,1,0,European Champ qual,Czechia,1749,1247,31,152
2023-10-15,Saint Kitts and Nevis,Sint Maarten,0,1,CONCACAF Nat League B,Saint Kitts and Nevis,1093,846,177,206
2023-10-15,Guadeloupe,Saint Lucia,2,0,CONCACAF Nat League B,Guadeloupe,1311,1124,134,171
2023-10-15,Suriname,Grenada,4,0,CONCACAF Nat League A,Suriname,1303,1095,138,176
2023-10-15,Jamaica,Haiti,3,2,CONCACAF Nat League A,Trinidad and Tobago,1607,1496,61,79
2023-10-15,Honduras,Cuba,4,0,CONCACAF Nat League A,Honduras,1490,1292,83,143
2023-10-16,Senegal,Cameroon,1,0,Friendly,France,1743,1625,34,55
2023-10-16,Nigeria,Mozambique,3,2,Friendly,Portugal,1618,1340,58,120
2023-10-16,Kenya,Russia,2,2,Friendly,Turkey,1352,1755,116,30
2023-10-16,China,Uzbekistan,1,2,Friendly,China,1459,1626,89,54
2023-10-16,Botswana,Eswatini,2,1,Friendly,Botswana,1348,1287,118,143
2023-10-16,Algeria,Egypt,1,1,Friendly,the United Arab Emirates,1711,1676,40,47
2023-10-16,Luxembourg,Slovakia,0,1,European Champ qual,Luxembourg,1488,1631,84,52
2023-10-16,Iceland,Liechtenstein,4,0,European Champ qual,Iceland,1491,958,80,192
2023-10-16,Greece,Netherlands,0,1,European Champ qual,Greece,1709,1967,42,8
2023-10-16,Gibraltar,Ireland,0,4,European Champ qual,Portugal,1057,1616,183,59
2023-10-16,Bosnia and Herzegovina,Portugal,0,5,European Champ qual,Bosnia and Herzegovina,1532,2031,72,4
2023-10-16,Belgium,Sweden,1,1,European Champ qual,Belgium,1983,1738,7,36
2023-10-16,Azerbaijan,Austria,0,1,European Champ qual,Azerbaijan,1448,1813,92,25
2023-10-16,Turks and Caicos Islands,British Virgin Islands,2,2,CONCACAF Nat League C,Turks and Caicos Islands,711,667,216,226
2023-10-16,Saint Martin,Anguilla,8,0,CONCACAF Nat League C,Saint Kitts and Nevis,894,564,201,235
2023-10-16,Nicaragua,Montserrat,3,0,CONCACAF Nat League B,Nicaragua,1330,976,125,189
2023-10-16,French Guiana,St Vincent & Grenadines,3,2,CONCACAF Nat League B,Martinique,1285,1043,144,184
2023-10-16,Dominican Republic,Barbados,5,2,CONCACAF Nat League B,the Dominican Republic,1221,970,156,191
2023-10-17,Zambia,Uganda,3,0,Friendly,the United Arab Emirates,1515,1379,74,111
2023-10-17,United States,Ghana,4,0,Friendly,the United States,1804,1576,26,63
2023-10-17,United Arab Emirates,Lebanon,2,1,Friendly,the United Arab Emirates,1488,1308,83,136
2023-10-17,Sudan,Chad,1,0,Friendly,Saudi Arabia,1292,1179,141,163
2023-10-17,South Korea,Vietnam,6,0,Friendly,South Korea,1781,1395,28,106
2023-10-17,Sierra Leone,Somalia,2,0,Friendly,Morocco,1318,888,130,201
2023-10-17,North Macedonia,Armenia,3,1,Friendly,North Macedonia,1555,1462,68,88
2023-10-17,Mali,Saudi Arabia,3,1,Friendly,Portugal,1629,1546,52,69
2023-10-17,Malaysia,Tajikistan,0,2,Independence Tournament,Malaysia,1283,1364,146,115
2023-10-17,Madagascar,Benin,2,1,Friendly,Morocco,1290,1354,143,116
2023-10-17,Libya,Niger,1,1,Friendly,Morocco,1334,1215,125,159
2023-10-17,Kuwait,Syria,2,1,Friendly,the United Arab Emirates,1389,1413,107,102
2023-10-17,Jordan,Iraq,2,2,Friendly tournament,Jordan,1560,1600,66,62
2023-10-17,Japan,Tunisia,2,0,Friendly,Japan,1900,1730,14,37
2023-10-17,Ivory Coast,South Africa,1,1,Friendly,Ivory Coast,1628,1522,53,73
2023-10-17,Iran,Qatar,4,0,Friendly tournament,Jordan,1831,1507,22,76
2023-10-17,Germany,Mexico,2,2,Friendly,the United States,1916,1840,13,20
2023-10-17,Gabon,Guinea,1,1,Friendly,Portugal,1415,1426,101,96
2023-10-17,France,Scotland,4,1,Friendly,France,2123,1813,2,24
2023-10-17,Estonia,Thailand,1,1,Friendly,Estonia,1378,1387,112,108
2023-10-17,Comoros,Cape Verde,2,1,Friendly,France,1210,1474,160,87
2023-10-17,Burkina Faso,Mauritania,2,1,Friendly,Morocco,1558,1417,67,100
2023-10-17,Bahrain,Philippines,1,0,Friendly,Bahrain,1481,1057,86,181
2023-10-17,Australia,New Zealand,2,0,Soccer Ashes Trophy,England,1780,1525,29,72
2023-10-17,Angola,DR Congo,0,0,Friendly,Portugal,1387,1514,108,75
2023-10-17,Albania,Bulgaria,2,0,Friendly,Albania,1661,1425,48,97
2023-10-17,Taiwan,East Timor,3,0,World Cup & As Cup q,Taiwan,933,611,194,231
2023-10-17,Sri Lanka,Yemen,1,1,World Cup & As Cup q,Sri Lanka,689,1084,220,177
2023-10-17,Pakistan,Cambodia,1,0,World Cup & As Cup q,Pakistan,838,848,207,205
2023-10-17,Mongolia,Afghanistan,0,1,World Cup & As Cup q,Mongolia,794,1094,210,175
2023-10-17,Macao,Myanmar,0,0,World Cup & As Cup q,Macao,666,920,227,197
2023-10-17,Laos,Nepal,0,1,World Cup & As Cup q,Laos,668,930,225,195
2023-10-17,Guam,Singapore,0,1,World Cup & As Cup q,Guam,699,1138,217,167
2023-10-17,Brunei,Indonesia,0,6,World Cup & As Cup q,Brunei,598,1300,232,138
