date,home_team,away_team,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2026-07-14,France,Spain,World Cup,the United States,2163,2190,3,1
2026-07-15,Argentina,England,World Cup,the United States,2177,2097,2,4
