home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value,prev_N_pts_H,prev_N_pts_A,result
1478,1857,87,15,133400000.0,288200000.0,3.0,8.0,2
1817,1215,21,161,34680000.0,2950000.0,13.0,2.0,1
1297,1318,139,132,30580000.0,6380000.0,6.0,3.0,1
1060,1666,180,47,3600000.0,79280000.0,4.0,6.0,2
1772,1610,27,61,356700000.0,53850000.0,11.0,7.0,1
1461,898,92,200,6230000.0,1330000.0,9.0,3.0,1
1086,1228,175,158,325000.0,4800000.0,3.0,3.0,0
1852,1369,16,110,263899999.0,6850000.0,15.0,3.0,1
1326,1050,128,183,18550000.0,1380000.0,3.0,0.0,1
1714,1357,39,115,214000000.0,7000000.0,5.0,1.0,1
1550,1557,72,70,74000000.0,86900000.0,7.0,4.0,1
1738,1477,35,88,315600000.0,17700000.0,7.0,6.0,1
1650,1507,50,80,199050000.0,32900000.0,4.0,7.0,1
1767,1284,29,144,51330000.0,6430000.0,13.0,2.0,1
700,1096,217,172,885000.0,0.0,1.0,0.0,0
1570,847,65,205,12050000.0,2480000.0,10.0,0.0,1
1646,1518,51,75,108830000.0,31700000.0,11.0,0.0,1
558,698,236,220,0.0,50000.0,0.0,0.0,0
610,661,231,227,0.0,0.0,1.0,1.0,0
1671,1602,46,62,227850000.0,19280000.0,9.0,0.0,1
1497,794,84,210,16230000.0,500000.0,4.0,1.0,1
1468,1351,90,115,29750000.0,7530000.0,2.0,2.0,1
1149,596,165,232,375000.0,680000.0,8.0,0.0,1
1715,1417,38,101,129050000.0,10100000.0,7.0,3.0,1
1606,1490,62,85,18700000.0,16300000.0,4.0,1.0,1
744,668,215,224,350000.0,0.0,3.0,0.0,1
1941,1684,12,45,357300000.0,66550000.0,7.0,5.0,0
1637,1706,55,42,53850000.0,32400000.0,10.0,7.0,1
1353,792,117,210,7530000.0,500000.0,7.0,1.0,1
712,610,217,230,885000.0,690000.0,2.0,0.0,1
1475,1141,89,165,74250000.0,375000.0,12.0,3.0,1
1492,1473,84,90,16230000.0,29750000.0,7.0,2.0,0
1604,1113,63,170,19280000.0,3340000.0,3.0,0.0,1
1316,1083,134,175,6980000.0,0.0,3.0,1.0,1
1579,1555,65,69,53430000.0,12050000.0,11.0,7.0,1
1599,829,64,207,16079999.0,3440000.0,13.0,1.0,1
1196,1118,162,170,4800000.0,325000.0,4.0,3.0,2
1407,1121,104,169,12480000.0,4380000.0,2.0,3.0,1
934,1421,195,100,7740000.0,7630000.0,10.0,1.0,2
1463,896,92,201,6230000.0,1330000.0,12.0,3.0,1
1770,1281,29,144,51330000.0,6430000.0,13.0,2.0,1
686,570,221,235,50000.0,0.0,1.0,0.0,0
480,684,239,222,10000.0,0.0,3.0,0.0,2
1418,1732,101,37,6380000.0,142200000.0,7.0,6.0,2
624,1045,229,183,680000.0,585000.0,0.0,4.0,1
1213,1819,160,20,2950000.0,34680000.0,0.0,7.0,2
1635,1952,55,12,108830000.0,357300000.0,11.0,9.0,2
1272,843,146,205,1500000.0,2480000.0,12.0,0.0,1
1324,1647,128,51,4350000.0,17930000.0,12.0,4.0,2
653,618,227,230,0.0,0.0,4.0,0.0,0
1272,907,146,198,7580000.0,1920000.0,7.0,0.0,1
1064,1134,179,167,1430000.0,1600000.0,1.0,2.0,0
1047,1645,181,53,6430000.0,19780000.0,1.0,5.0,2
1667,1059,46,180,79280000.0,3600000.0,10.0,0.0,1
1271,1344,148,121,6380000.0,30580000.0,0.0,1.0,2
1649,1739,50,34,199050000.0,315600000.0,7.0,3.0,0
1863,1544,15,72,288200000.0,74000000.0,6.0,0.0,1
1709,1720,41,38,199050000.0,214000000.0,7.0,3.0,0
1330,1046,126,182,18550000.0,1380000.0,6.0,0.0,1
1011,1187,185,163,850000.0,6100000.0,10.0,0.0,2
1266,1544,151,72,7130000.0,6100000.0,7.0,4.0,2
1663,1571,48,66,227850000.0,41150000.0,9.0,4.0,0
1247,902,153,200,1080000.0,860000.0,6.0,0.0,0
1509,1096,79,172,31130000.0,1850000.0,9.0,4.0,1
1447,923,96,197,7200000.0,3130000.0,7.0,1.0,1
1388,1613,109,59,7700000.0,27630000.0,6.0,3.0,0
1247,930,153,196,14150000.0,575000.0,3.0,0.0,0
1377,1149,109,165,29680000.0,1600000.0,7.0,3.0,0
1686,1546,45,71,66550000.0,12050000.0,6.0,7.0,1
1486,1007,86,187,5400000.0,0.0,10.0,7.0,1
1254,1359,153,113,14150000.0,2080000.0,4.0,2.0,0
1329,1174,128,164,6980000.0,6100000.0,6.0,3.0,1
1410,1088,102,174,10100000.0,1750000.0,12.0,0.0,0
1316,1075,135,178,37650000.0,0.0,4.0,0.0,1
1327,1016,129,184,2580000.0,375000.0,7.0,3.0,1
1341,934,121,194,28680000.0,200000.0,4.0,0.0,1
1013,1139,185,166,650000.0,375000.0,1.0,3.0,0
1276,1042,146,183,6380000.0,6430000.0,0.0,0.0,1
1669,1218,46,159,79280000.0,2950000.0,10.0,2.0,1
1511,894,79,201,31130000.0,1330000.0,12.0,3.0,1
933,1771,195,27,7740000.0,51330000.0,10.0,0.0,2
1116,1737,170,37,4380000.0,142200000.0,4.0,6.0,2
904,1547,198,71,1920000.0,6100000.0,6.0,7.0,2
922,1853,197,17,3130000.0,263899999.0,4.0,0.0,2
1136,1629,169,53,325000.0,17930000.0,4.0,7.0,0
1266,1272,150,147,7580000.0,7130000.0,7.0,3.0,0
1609,1378,63,108,16079999.0,7700000.0,13.0,4.0,1
1327,1659,127,47,30580000.0,19780000.0,9.0,8.0,2
1198,1322,162,130,4800000.0,4350000.0,3.0,2.0,0
1058,1820,179,20,3600000.0,34680000.0,4.0,10.0,2
828,1614,206,59,3440000.0,27630000.0,3.0,4.0,2
1402,1423,104,99,12480000.0,6380000.0,5.0,6.0,0
1289,1413,142,101,6430000.0,7630000.0,13.0,4.0,0
1709,1259,41,152,32400000.0,1500000.0,15.0,4.0,1
1643,1493,51,85,108830000.0,121230000.0,8.0,1.0,1
1446,1113,95,171,6230000.0,1850000.0,12.0,4.0,0
1350,1373,117,110,23600000.0,3250000.0,10.0,0.0,2
1614,1532,59,75,35700000.0,220780000.0,9.0,2.0,2
1307,1056,137,180,2049999.0,1430000.0,10.0,0.0,1
1410,1009,102,186,11430000.0,850000.0,5.0,1.0,1
1350,1300,117,139,41400000.0,2780000.0,9.0,0.0,0
1614,1077,59,177,18700000.0,575000.0,7.0,0.0,1
1761,1546,30,72,474000000.0,153500000.0,12.0,3.0,0
1629,1509,53,80,227850000.0,74250000.0,9.0,2.0,2
1497,1294,83,140,16300000.0,2100000.0,13.0,0.0,1
1497,1088,83,173,56830000.0,250000.0,3.0,1.0,1
1381,1146,107,166,6960000.0,1180000.0,2.0,6.0,0
1639,1206,52,161,53850000.0,18030000.0,10.0,4.0,1
1510,1243,80,155,52200000.0,1080000.0,13.0,1.0,1
1284,1395,144,105,12450000.0,10930000.0,6.0,0.0,0
1635,1424,53,97,514900000.0,34450000.0,10.0,0.0,1
1286,1284,143,144,675000.0,7100000.0,7.0,3.0,1
1312,1282,135,146,8230000.0,3280000.0,13.0,0.0,1
1365,900,112,200,30100000.0,860000.0,6.0,1.0,1
1618,1579,59,65,218080000.0,41150000.0,11.0,5.0,0
1770,1478,28,89,456000000.0,14630000.0,9.0,3.0,1
1373,1326,110,128,8750000.0,3080000.0,3.0,0.0,1
652,1487,227,87,0.0,5400000.0,5.0,1.0,2
1312,1359,133,115,17530000.0,18550000.0,3.0,3.0,2
985,1353,190,118,125000.0,28680000.0,6.0,0.0,2
1056,1349,179,122,375000.0,2580000.0,3.0,9.0,2
824,987,208,189,0.0,650000.0,3.0,3.0,1
600,1318,233,131,0.0,37650000.0,1.0,2.0,2
1582,1552,65,70,197400000.0,53430000.0,10.0,0.0,1
1358,851,117,205,72280000.0,1030000.0,3.0,0.0,1
1366,1255,112,153,7000000.0,4950000.0,0.0,1.0,1
1413,813,101,209,10100000.0,0.0,13.0,1.0,1
1374,1671,109,45,2080000.0,66550000.0,6.0,4.0,0
1264,1046,151,181,14150000.0,1430000.0,5.0,0.0,1
1344,1767,124,30,23600000.0,474000000.0,10.0,4.0,2
1553,1370,69,112,153500000.0,29680000.0,7.0,1.0,1
930,1501,196,84,200000.0,56830000.0,0.0,3.0,2
1124,1512,169,78,375000.0,16300000.0,11.0,1.0,2
1710,1015,41,184,32400000.0,375000.0,15.0,3.0,1
1390,1066,107,177,6960000.0,0.0,3.0,0.0,1
1082,1620,175,59,1750000.0,18700000.0,2.0,0.0,2
1005,1641,186,52,0.0,53850000.0,3.0,7.0,2
1361,1641,115,51,8750000.0,227850000.0,6.0,3.0,2
1393,1481,107,88,30100000.0,74250000.0,9.0,4.0,1
1360,1633,116,54,41400000.0,108830000.0,10.0,2.0,0
1538,1323,75,128,220780000.0,6980000.0,7.0,1.0,1
1483,1321,86,130,121230000.0,13430000.0,8.0,1.0,0
1331,895,125,200,3080000.0,860000.0,8.0,1.0,1
1397,1586,105,64,17080000.0,218080000.0,5.0,4.0,1
1551,1302,72,137,12050000.0,2049999.0,13.0,6.0,1
1326,1600,129,61,8230000.0,35700000.0,13.0,3.0,0
1328,1130,128,167,4350000.0,325000.0,9.0,6.0,1
1560,1402,69,104,53430000.0,11430000.0,11.0,0.0,1
1276,900,147,200,7130000.0,1920000.0,7.0,0.0,1
905,1102,198,172,1330000.0,1850000.0,4.0,4.0,0
1355,1370,118,114,18550000.0,7000000.0,8.0,1.0,0
1298,924,139,196,6430000.0,7740000.0,11.0,1.0,1
1502,1455,82,92,31130000.0,6230000.0,15.0,0.0,0
1428,1111,98,170,6380000.0,4380000.0,7.0,3.0,1
1321,1246,132,154,17530000.0,4950000.0,3.0,1.0,1
1380,826,111,206,7700000.0,3440000.0,7.0,1.0,1
1740,1399,35,105,142200000.0,12480000.0,10.0,4.0,1
1588,1635,63,53,27630000.0,16079999.0,11.0,4.0,2
1631,1196,55,162,17930000.0,4800000.0,13.0,4.0,1
1531,1282,75,145,6100000.0,7580000.0,11.0,3.0,0
1397,918,106,197,6850000.0,3130000.0,3.0,1.0,1
1857,1419,16,100,263899999.0,7200000.0,15.0,2.0,1
1205,1071,161,177,2950000.0,3600000.0,0.0,0.0,0
991,1082,189,174,125000.0,250000.0,6.0,1.0,0
1435,1347,96,122,34450000.0,72280000.0,6.0,0.0,1
1148,598,165,233,1180000.0,0.0,7.0,1.0,1
1773,1268,28,150,456000000.0,2600000.0,12.0,0.0,1
1808,1681,20,44,34680000.0,79280000.0,13.0,9.0,0
1273,1042,148,182,1500000.0,375000.0,15.0,4.0,1
1333,1036,126,183,30580000.0,6430000.0,9.0,0.0,1
1776,1408,26,102,51330000.0,7630000.0,13.0,4.0,1
1446,1377,94,112,14630000.0,7530000.0,15.0,2.0,2
1585,1278,65,146,41150000.0,7100000.0,11.0,3.0,1
1663,1272,49,149,19780000.0,6380000.0,15.0,3.0,1
1036,1216,183,158,850000.0,1080000.0,10.0,1.0,1
1208,650,160,227,18030000.0,0.0,6.0,2.0,1
1623,1407,57,103,514900000.0,10930000.0,13.0,1.0,0
1303,1153,137,164,3280000.0,6100000.0,9.0,3.0,1
1289,846,141,204,12450000.0,1030000.0,7.0,0.0,1
1508,1584,80,66,52200000.0,197400000.0,13.0,1.0,0
1081,809,176,209,575000.0,0.0,4.0,1.0,1
1335,1268,125,150,6800000.0,675000.0,5.0,2.0,1
1956,1616,11,60,833500000.0,81750000.0,10.0,5.0,1
2057,1931,3,13,1310000000.0,357300000.0,12.0,12.0,1
1080,1252,177,153,585000.0,450000.0,6.0,3.0,1
1844,1791,18,22,317600000.0,210800000.0,6.0,6.0,1
1827,1740,19,34,368000000.0,143850000.0,12.0,6.0,0
1189,738,163,215,60000.0,350000.0,9.0,3.0,1
1240,1064,155,179,2450000.0,0.0,7.0,1.0,1
1985,1734,10,37,766000000.0,214000000.0,6.0,4.0,1
1993,1788,7,24,1620000000.0,296500000.0,10.0,4.0,1
1713,1945,42,11,130550000.0,558200000.0,6.0,9.0,1
1714,1786,41,24,97200000.0,288200000.0,13.0,8.0,1
2087,1852,2,16,1470000000.0,258300000.0,12.0,10.0,1
1540,1237,74,155,31700000.0,450000.0,1.0,3.0,1
1777,1636,26,52,522700000.0,199050000.0,7.0,3.0,1
2013,1765,6,30,968500000.0,179080000.0,12.0,4.0,1
1073,1180,177,163,0.0,60000.0,1.0,1.0,0
1244,734,154,215,2450000.0,350000.0,10.0,3.0,1
1758,1837,31,17,207830000.0,317600000.0,4.0,5.0,0
1952,1776,11,26,773500000.0,210800000.0,3.0,6.0,1
1634,1913,54,13,81750000.0,357300000.0,10.0,9.0,0
2151,1714,1,40,761200000.0,129050000.0,6.0,3.0,1
1838,1982,17,9,368000000.0,1620000000.0,13.0,4.0,0
1785,1743,23,33,296500000.0,143850000.0,4.0,7.0,0
2075,1938,3,12,1310000000.0,833500000.0,15.0,4.0,1
1726,1742,38,34,72700000.0,28900000.0,5.0,1.0,0
1877,1709,14,42,258300000.0,214000000.0,3.0,4.0,1
1806,1693,20,44,288200000.0,130550000.0,9.0,12.0,1
1070,1550,178,73,585000.0,31700000.0,9.0,0.0,2
2080,1992,2,7,1470000000.0,766000000.0,15.0,9.0,0
1806,1626,20,57,79800000.0,53850000.0,15.0,9.0,1
1778,1842,25,16,62780000.0,366730000.0,7.0,4.0,1
1961,1698,10,42,558200000.0,97200000.0,8.0,3.0,1
1756,1645,32,50,179080000.0,199050000.0,7.0,3.0,0
1258,1166,152,163,2450000.0,60000.0,13.0,2.0,1
1079,728,176,215,0.0,350000.0,2.0,3.0,1
2031,1759,4,30,968500000.0,522700000.0,15.0,7.0,1
2003,1685,7,44,362450000.0,32400000.0,9.0,7.0,1
1800,1580,22,66,356700000.0,19280000.0,13.0,0.0,1
1800,1734,22,36,210800000.0,207830000.0,9.0,7.0,1
1938,1851,11,16,773500000.0,317600000.0,6.0,6.0,0
2079,1630,3,56,1310000000.0,81750000.0,15.0,5.0,1
1915,1936,13,12,357300000.0,833500000.0,8.0,4.0,0
2021,1704,5,41,300500000.0,134450000.0,7.0,1.0,1
2006,1641,6,51,908700000.0,18700000.0,4.0,3.0,0
1741,1715,33,40,129050000.0,28900000.0,10.0,2.0,1
2155,1722,1,39,761200000.0,72700000.0,9.0,0.0,1
1910,1959,14,10,258300000.0,766000000.0,6.0,10.0,1
2060,1729,3,38,1470000000.0,214000000.0,13.0,4.0,0
1967,1758,8,31,1620000000.0,143850000.0,13.0,8.0,0
1834,1789,18,24,368000000.0,296500000.0,11.0,4.0,0
1698,1693,43,44,97200000.0,130550000.0,15.0,9.0,0
1325,1222,130,158,3080000.0,1080000.0,8.0,1.0,0
1571,1407,66,103,41150000.0,30100000.0,13.0,5.0,0
1784,1731,25,37,522700000.0,179080000.0,10.0,4.0,1
1859,1609,15,60,366730000.0,53850000.0,7.0,9.0,1
1713,1963,41,8,199050000.0,968500000.0,8.0,12.0,1
1805,1779,21,27,62780000.0,79800000.0,10.0,0.0,1
1951,1816,10,19,558200000.0,288200000.0,11.0,7.0,0
1761,1724,30,39,356700000.0,32400000.0,13.0,6.0,2
1560,1156,69,163,31700000.0,60000.0,4.0,2.0,1
2011,1572,5,65,362450000.0,19280000.0,12.0,0.0,1
1440,1413,94,101,10930000.0,14630000.0,3.0,2.0,1
1101,1227,173,157,585000.0,2450000.0,9.0,0.0,1
2019,1691,5,45,908700000.0,134450000.0,5.0,1.0,1
2030,1632,4,54,300500000.0,18700000.0,10.0,4.0,1
1251,863,152,203,675000.0,1030000.0,10.0,0.0,0
1501,1381,82,111,52200000.0,2080000.0,13.0,2.0,0
1740,1723,32,40,129050000.0,72700000.0,10.0,0.0,0
2161,1709,1,42,761200000.0,28900000.0,12.0,2.0,1
1956,1816,10,18,773500000.0,368000000.0,7.0,7.0,1
1556,1340,70,125,41150000.0,3080000.0,11.0,0.0,0
1232,1397,156,106,1080000.0,30100000.0,7.0,6.0,0
1897,1890,14,15,317600000.0,833500000.0,9.0,5.0,1
1976,1684,7,45,1620000000.0,130550000.0,11.0,7.0,1
1853,1785,17,24,366730000.0,79800000.0,10.0,0.0,0
1826,1588,18,61,62780000.0,53850000.0,13.0,6.0,1
2088,1704,2,42,1310000000.0,199050000.0,15.0,1.0,1
1325,1397,132,104,3280000.0,10930000.0,11.0,2.0,1
1339,1373,126,113,7100000.0,14630000.0,3.0,2.0,1
1186,1197,163,161,60000.0,2450000.0,12.0,0.0,1
1091,1570,173,66,585000.0,31700000.0,12.0,3.0,2
1746,2026,31,5,356700000.0,362450000.0,10.0,4.0,2
2077,1934,3,11,1470000000.0,558200000.0,11.0,9.0,1
1746,1550,31,73,32400000.0,19280000.0,15.0,0.0,1
1502,862,81,203,52200000.0,1030000.0,11.0,1.0,1
1394,1238,109,153,2080000.0,675000.0,7.0,2.0,1
1950,1771,10,29,968500000.0,143850000.0,15.0,6.0,0
1975,1682,8,45,766000000.0,97200000.0,9.0,3.0,1
2020,2029,6,4,908700000.0,300500000.0,8.0,5.0,0
1818,1876,19,15,522700000.0,258300000.0,13.0,10.0,1
1661,1662,51,50,18700000.0,134450000.0,10.0,1.0,1
1422,1314,99,138,10930000.0,7100000.0,6.0,3.0,1
1422,1315,99,136,30100000.0,3080000.0,12.0,1.0,1
1559,1229,69,157,41150000.0,1080000.0,9.0,1.0,1
1348,1350,122,119,3280000.0,14630000.0,13.0,1.0,1
1397,859,106,203,2080000.0,1030000.0,10.0,1.0,1
1513,1227,78,157,52200000.0,675000.0,11.0,2.0,1
2143,1871,1,16,761200000.0,366730000.0,12.0,4.0,0
1746,1820,31,18,129050000.0,62780000.0,10.0,2.0,0
2068,1959,3,9,1470000000.0,968500000.0,11.0,12.0,0
1933,2111,11,2,773500000.0,1310000000.0,10.0,10.0,2
1524,1337,77,125,52200000.0,3280000.0,11.0,0.0,1
1421,1398,100,106,30100000.0,2080000.0,12.0,3.0,0
2020,2026,6,5,908700000.0,362450000.0,6.0,7.0,0
2045,1730,4,38,300500000.0,32400000.0,13.0,6.0,1
1989,1804,7,22,766000000.0,522700000.0,12.0,7.0,1
1970,1903,8,13,1620000000.0,317600000.0,13.0,4.0,0
1342,1416,125,101,3280000.0,30100000.0,15.0,4.0,0
1550,1372,73,112,52200000.0,2080000.0,11.0,4.0,1
2150,1739,1,33,761200000.0,129050000.0,10.0,3.0,1
2133,2046,2,3,1310000000.0,1470000000.0,15.0,4.0,1
1996,1963,7,8,1620000000.0,766000000.0,11.0,10.0,1
2069,2002,3,6,300500000.0,362450000.0,13.0,8.0,1
1755,1986,31,7,129050000.0,362450000.0,8.0,8.0,0
2149,1980,2,7,1310000000.0,1620000000.0,15.0,5.0,1
2169,2050,1,3,761200000.0,300500000.0,13.0,6.0,1
1186,1046,162,181,4800000.0,850000.0,3.0,1.0,0
831,643,206,227,0.0,0.0,6.0,2.0,1
642,648,229,226,50000.0,0.0,2.0,1.0,2
623,804,231,209,0.0,0.0,2.0,1.0,0
1342,1347,126,122,3280000.0,72280000.0,13.0,0.0,0
1398,1344,107,124,11430000.0,6800000.0,8.0,0.0,0
1368,1309,113,140,7530000.0,2780000.0,10.0,2.0,0
1316,1362,136,114,6430000.0,7700000.0,11.0,1.0,1
1280,1032,146,184,7130000.0,6430000.0,7.0,0.0,1
1392,1225,109,156,3250000.0,9980000.0,4.0,0.0,1
1276,1118,146,169,2600000.0,1600000.0,1.0,4.0,1
696,840,218,205,885000.0,2480000.0,5.0,0.0,0
1685,1397,45,106,79280000.0,6850000.0,13.0,3.0,1
1723,1425,38,97,142200000.0,7630000.0,13.0,4.0,0
1573,1348,66,123,27630000.0,30580000.0,8.0,4.0,0
1584,1549,63,74,17930000.0,31130000.0,13.0,5.0,2
1739,1492,33,84,51330000.0,6230000.0,13.0,1.0,2
1860,1396,17,108,263899999.0,12480000.0,15.0,4.0,1
1671,1523,49,78,19780000.0,6100000.0,15.0,7.0,1
1809,1281,20,144,34680000.0,7580000.0,11.0,4.0,1
1513,1575,79,65,220780000.0,52200000.0,10.0,3.0,2
1674,1323,48,131,66550000.0,8230000.0,9.0,1.0,1
1276,1315,146,137,2049999.0,12450000.0,10.0,0.0,2
1615,1344,58,127,16079999.0,4350000.0,15.0,3.0,0
1345,1205,125,159,6980000.0,675000.0,9.0,2.0,1
1368,1221,112,155,41400000.0,1080000.0,11.0,1.0,1
1656,1536,52,77,227850000.0,12050000.0,6.0,6.0,1
1845,1874,18,15,368000000.0,317600000.0,9.0,4.0,1
798,942,210,192,1120000.0,600000.0,0.0,0.0,1
1539,1490,76,85,79880000.0,32900000.0,6.0,7.0,1
1361,1693,115,44,7000000.0,130550000.0,3.0,7.0,2
1436,1485,94,86,14000000.0,29750000.0,7.0,3.0,0
1468,1697,90,43,16230000.0,435380000.0,7.0,4.0,2
1802,2136,22,2,296500000.0,1310000000.0,5.0,13.0,0
1708,1755,41,30,207830000.0,214000000.0,5.0,5.0,2
2172,1720,1,39,761200000.0,72700000.0,13.0,1.0,1
1408,1008,104,185,6960000.0,375000.0,6.0,3.0,1
834,1058,206,180,350000.0,0.0,3.0,0.0,0
1238,1353,152,118,1500000.0,37650000.0,15.0,5.0,2
1500,1420,83,100,5400000.0,3830000.0,13.0,1.0,1
1666,1321,50,132,18700000.0,12600000.0,12.0,3.0,1
1605,1765,59,29,19280000.0,62780000.0,6.0,3.0,1
1971,1903,8,12,968500000.0,357300000.0,13.0,7.0,1
1478,1709,87,41,114280000.0,97200000.0,5.0,3.0,2
1424,1041,99,183,7200000.0,850000.0,10.0,1.0,1
526,638,238,230,10000.0,0.0,3.0,3.0,1
670,639,223,229,680000.0,0.0,3.0,0.0,1
1359,1275,117,147,29680000.0,14150000.0,8.0,0.0,0
1545,1375,73,110,41150000.0,8750000.0,11.0,3.0,0
732,372,215,243,350000.0,0.0,6.0,0.0,1
1162,1312,164,139,6100000.0,13430000.0,3.0,2.0,0
1587,1429,60,96,35700000.0,30100000.0,8.0,4.0,0
1416,1320,102,135,10930000.0,7100000.0,9.0,2.0,0
1629,1344,55,124,514900000.0,14630000.0,13.0,0.0,1
1652,1541,53,74,108830000.0,53430000.0,8.0,0.0,1
1564,1470,69,89,153500000.0,74250000.0,9.0,4.0,1
1751,1499,31,83,474000000.0,121230000.0,13.0,1.0,0
1778,1430,26,95,456000000.0,34450000.0,15.0,0.0,1
1327,1343,130,128,18550000.0,19100000.0,8.0,0.0,2
1997,1939,5,11,1470000000.0,833500000.0,9.0,2.0,2
1135,1514,166,80,1180000.0,56830000.0,10.0,6.0,2
1684,1803,47,21,199050000.0,522700000.0,8.0,7.0,0
1771,1876,27,14,143850000.0,258300000.0,10.0,9.0,0
1464,1724,91,37,17700000.0,504000000.0,9.0,4.0,0
1940,1560,10,70,558200000.0,86900000.0,11.0,4.0,1
1115,1320,170,135,250000.0,28680000.0,9.0,3.0,1
1582,1533,64,77,74000000.0,60130000.0,10.0,1.0,1
1094,922,175,196,1750000.0,0.0,2.0,3.0,1
1572,1310,67,140,53850000.0,2100000.0,10.0,0.0,0
1267,1371,148,112,125000.0,2580000.0,7.0,12.0,2
1960,1679,9,48,362450000.0,134450000.0,15.0,1.0,0
1721,2038,39,3,28900000.0,300500000.0,1.0,6.0,0
2028,1863,4,16,908700000.0,366730000.0,6.0,5.0,1
1528,1395,78,108,16300000.0,10100000.0,15.0,3.0,1
1608,1991,58,6,144080000.0,1620000000.0,3.0,5.0,2
1754,1611,31,57,315600000.0,41700000.0,10.0,6.0,1
1597,1386,60,109,218080000.0,17080000.0,11.0,0.0,1
1357,1297,119,142,23600000.0,3080000.0,7.0,1.0,1
1364,1241,115,151,10530000.0,14750000.0,4.0,0.0,1
1256,1536,150,75,4950000.0,38680000.0,0.0,3.0,0
1475,1307,88,141,40380000.0,17530000.0,4.0,0.0,1
943,791,192,210,200000.0,0.0,0.0,2.0,1
1590,1366,61,114,197400000.0,2080000.0,13.0,3.0,1
1965,1474,8,89,766000000.0,133400000.0,12.0,3.0,1
1950,1783,10,25,773500000.0,210800000.0,10.0,5.0,1
631,1053,230,181,50000.0,375000.0,2.0,4.0,2
810,1102,208,173,0.0,575000.0,9.0,0.0,2
1223,1109,155,171,18030000.0,375000.0,9.0,4.0,1
962,1030,189,185,650000.0,0.0,2.0,7.0,2
1660,1786,52,23,81750000.0,288200000.0,11.0,8.0,1
1732,1703,35,43,199050000.0,179080000.0,11.0,4.0,1
1701,1460,45,93,130550000.0,16230000.0,9.0,3.0,1
1043,1351,183,120,6430000.0,7700000.0,1.0,0.0,0
1292,1304,143,141,7130000.0,6430000.0,10.0,1.0,1
1342,1679,128,48,72280000.0,66550000.0,6.0,5.0,2
1054,953,180,190,1380000.0,600000.0,0.0,0.0,0
1502,1522,82,79,29750000.0,79880000.0,5.0,0.0,1
1702,1356,44,118,435380000.0,7000000.0,3.0,2.0,1
1854,2156,18,2,317600000.0,1310000000.0,11.0,13.0,2
1975,1704,7,42,968500000.0,207830000.0,13.0,4.0,1
1863,1784,15,24,368000000.0,296500000.0,9.0,5.0,1
1911,1747,13,32,357300000.0,214000000.0,8.0,5.0,1
1084,982,178,188,0.0,375000.0,9.0,0.0,1
832,1410,206,103,350000.0,6960000.0,4.0,1.0,2
1462,1464,92,90,32900000.0,14000000.0,9.0,5.0,2
1309,1512,138,81,19100000.0,114280000.0,0.0,4.0,2
1582,1385,64,110,52200000.0,3250000.0,13.0,6.0,1
1341,1324,127,131,3280000.0,8230000.0,11.0,1.0,0
1575,1298,65,141,153500000.0,2780000.0,11.0,3.0,1
1523,1372,76,111,12050000.0,29680000.0,13.0,1.0,0
1754,1312,30,135,474000000.0,12450000.0,11.0,3.0,1
1779,1204,26,159,456000000.0,675000.0,15.0,1.0,1
1389,1262,108,149,8750000.0,2600000.0,6.0,0.0,1
738,520,214,238,350000.0,10000.0,9.0,0.0,1
1170,1440,163,95,4800000.0,7200000.0,3.0,2.0,2
1713,1323,41,132,97200000.0,18550000.0,13.0,6.0,1
1811,1574,19,66,522700000.0,74000000.0,13.0,0.0,1
1499,1239,84,153,220780000.0,9980000.0,10.0,0.0,0
1777,1458,27,93,143850000.0,17700000.0,11.0,6.0,1
1747,1853,32,18,504000000.0,258300000.0,6.0,7.0,1
1516,1701,79,45,60130000.0,199050000.0,7.0,4.0,2
1943,1556,11,70,833500000.0,86900000.0,13.0,3.0,1
2014,1923,5,12,1470000000.0,558200000.0,6.0,9.0,1
1141,944,165,192,1180000.0,125000.0,10.0,6.0,1
1516,892,79,202,56830000.0,325000.0,6.0,6.0,1
1070,1139,179,166,1750000.0,250000.0,5.0,2.0,2
1327,915,130,196,28680000.0,0.0,7.0,3.0,1
1504,1662,82,51,5400000.0,18700000.0,13.0,4.0,0
1337,1337,128,128,12600000.0,37650000.0,15.0,8.0,1
1407,1251,103,151,3830000.0,1500000.0,15.0,4.0,0
1275,1691,145,47,7580000.0,79280000.0,8.0,7.0,2
1255,1440,150,96,6380000.0,6380000.0,3.0,4.0,2
1357,1299,116,140,14630000.0,13430000.0,12.0,3.0,1
1113,1550,171,73,1600000.0,41150000.0,0.0,5.0,2
1352,1589,120,61,6800000.0,218080000.0,8.0,4.0,0
1440,1357,96,116,30100000.0,41400000.0,10.0,1.0,1
1591,1217,60,156,35700000.0,1080000.0,6.0,1.0,1
1355,1660,119,53,4350000.0,19780000.0,9.0,10.0,0
1263,1668,146,50,14150000.0,227850000.0,8.0,6.0,2
1433,1349,99,122,10930000.0,2080000.0,10.0,3.0,1
1633,1158,56,164,514900000.0,6100000.0,13.0,3.0,1
1445,1330,94,130,34450000.0,6980000.0,9.0,1.0,1
1551,1347,72,123,53430000.0,23600000.0,13.0,0.0,1
1501,1745,84,35,6100000.0,142200000.0,11.0,8.0,2
